          (  54,   27) (  45,   53) (  45,   27) (  45,   54) (  45,   54) (  54,   54) (  45,   43) (  45,   45) (  45,   36) (  45,   18)
          (  54,   36) (  45,   71) (  45,   18) (  45,   36) (  45,   18) (  54,   54) (  45,   53) (  45,   45) (  45,   27) (  45,   81)
          (  54,   18) (  45,   53) (  40,    0) (  45,   18) (  45,   18) (  54,   18) (  45,   53) (  45,   72) (  45,   18) (  45,    9)
          (  54,   45) (  45,   53) (  45,   45) (  45,   45) (  45,   45) (  54,   54) (  45,   17) (  45,   27) (  45,   27) (  45,   81)
          (  54,   54) (  45,   35) (  45,   72) (  45,   27) (  45,   45) (  54,   18) (  45,   62) (  45,   54) (  45,   36) (  45,   27)
          (  54,   72) (  45,   51) (  45,   36) (  45,   36) (  45,   63) (  54,   54) (  45,   35) (  45,   27) (  45,   18) (  45,   36)
          (  54,   72) (  45,   44) (  45,   27) (  45,   18) (  45,   63) (  54,   27) (  45,   44) (  45,   45) (  45,   54) (  45,   27)
          (  54,   54) (  45,   98) (  45,   54) (  45,   54) (  45,   27) (  54,   27) (  45,   44) (  45,   54) (  45,   45) (  45,   36)
          (  54,   27) (  45,   26) (  45,   45) (  45,   45) (  45,   36) (  54,   18) (  45,   52) (  45,   54) (  45,   36) (  45,   63)
          (  54,   27) (  45,   44) (  45,   27) (  45,   45) (  45,   36) (  54,   36) (  45,   35) (  45,   45) (  45,   18) (  45,   27)
          (  54,   27) (  45,   53) (  45,   18) (  45,   72) (  45,   18) (  54,   36) (  45,   53) (  45,   36) (  45,    9) (  45,   45)
          (  54,   27) (  45,   71) (  45,   54) (  45,   36) (  45,   45) (  54,   62) (  45,   62) (  45,    9) (  45,    9) (  45,   45)
          (  54,   36) (  45,   44) (  45,   18) (  45,   45) (  45,   63) (  54,   45) (  45,   17) (  45,   54) (  45,   27) (  45,   27)
          (  54,   54) (  45,   62) (  40,    0) (  45,   18) (  45,   54) (  54,   70) (  45,   52) (  45,   18) (  45,   36) (  45,   26)
          (  54,   72) (  45,   35) (  45,   18) (  45,   36) (  45,   72) (  54,   45) (  45,   71) (  45,   27) (  45,   54) (  45,   62)
          (  54,   27) (  45,   71) (  45,   18) (  45,   18) (  45,   63) (  54,   18) (  45,   53) (  45,   27) (  45,   36) (  45,   71)
          (  54,   18) (  45,   44) (  45,   27) (  45,   36) (  45,   54) (  54,   63) (  45,   17) (  45,   27) (  45,   27) (  45,   18)
         
node   3 sent_total  31431  recv_total  28103

node   4  (   1,    0) (   0,    0) (  15,    7) (  15,    9) (  45,   19) (  54,   44) (  45,   54) (  45,    9) (  45,   36) (  45,   18)
          (  54,   18) (  45,   72) (  45,   45) (  45,   36) (  45,   45) (  54,   36) (  45,   45) (  45,    9) (  45,   63) (  45,   36)
          (  54,   27) (  45,   63) (  45,   18) (  45,   45) (  45,   72) (  54,   54) (  45,   36) (  45,   45) (  45,   63) (  45,   45)
          (  54,   45) (  45,   54) (  45,   27) (  45,   36) (  45,   36) (  54,   36) (  45,   72) (  45,   45) (  45,   27) (  45,   63)
          (  54,   36) (  45,   36) (  45,   36) (  45,   36) (  45,   27) (  54,   36) (  45,   54) (  45,   18) (  45,    9) (  45,   36)
          (  54,   36) (  42,   18) (  43,   49) (  40,   43) (  37,   47) (  52,   34) (  43,   49) (  39,   60) (  41,   58) (  42,    8)
          (  45,   24) (  40,   47) (  39,    9) (  42,   54) (  44,   26) (  51,   15) (  44,   62) (  41,   32) (  39,   33) (  40,   16)
          (  50,   23) (  42,   44) (  39,   42) (  41,   33) (  41,   58) (  50,   23) (  41,   35) (  40,   55) (  41,   32) (  42,   52)
          (  51,   40) (  36,   48) (  39,   62) (  39,   47) (  40,   32) (  48,   31) (  42,   60) (  37,   17) (  41,    9) (  36,   25)
          (  51,   15) (  40,   65) (  43,   27) (  43,   31) (  40,   16) (  50,   18) (  40,   66) (  34,   64) (  42,   63) (  39,   48)
          (  48,   38) (  41,   24) (  41,   17) (  37,   35) (  39,   55) (  50,   24) (  40,   63) (  43,    7) (  42,   48) (  43,   25)
          (  53,   16) (  41,   24) (  41,   22) (  42,   42) (  40,   35) (  46,   34) (  41,   69) (  42,   25) (  41,   37) (  41,   16)
          (  49,   31) (  40,   42) (  36,   15) (  43,   50) (  43,   23) (  47,   46) (  41,   42) (  40,   42) (  41,   45) (  38,   56)
          (  52,   25) (  39,   37) (  43,   37) (  40,   32) (  44,   42) (  50,   60) (  42,   29) (  42,   26) (  43,   26) (  42,   16)
          (  48,   59) (  41,   40) (  41,   30) (  43,   47) (  37,   41) (  51,   64) (  42,   61) (  42,   26) (  36,   51) (  43,   49)
          (  46,   38) (  39,   59) (  37,   18) (  43,   25) (  39,   32) (  45,   22) (  42,   40) (  41,   41) (  42,   35) (  39,   22)
          (  49,   43) (  38,   51) (  41,   17) (  45,   49) (  41,   37) (  50,   36) (  39,   56) (  42,   70) (  37,   16) (  40,   33)
          (  46,   45) (  42,   32) (  41,   70) (  41,   52) (  38,   76) (  52,   24) (  40,   39) (  39,   15) (  41,   58) (  41,   17)
          (  49,   66) (  40,   69) (  41,   25) (  42,   23) (  38,   34) (  49,   16) (  34,    5) (  42,   42) (  38,   17) (  40,   36)
          (  43,   14) (  41,   37) (  41,   44) (  42,   30) (  40,   31) (  50,   32) (  40,   48) (  42,   28) (  43,   23) (  42,   51)
          (  49,   68) (  40,   22) (  40,   22) (  43,   28) (  44,   58) (  48,   49) (  43,   34) (  40,   43) (  40,   33) (  43,   61)
          (  50,   23) (  37,   39) (  38,   26) (  43,   24) (  40,   37) (  50,   75) (  39,   49) (  40,   46) (  42,   48) (  42,   31)
          (  50,   32) (  40,   48) (  40,   18) (  40,   24) (  41,   25) (  50,   34) (  41,   67) (  39,   24) (  38,   21) (  39,   55)
          (  50,   50) (  39,   47) (  43,   23) (  42,   24) (  40,   17) (  47,   52) (  40,   47) (  43,   37) (  40,   17) (  41,   33)
          (  46,   74) (  38,   31) (  40,   40) (  43,   49) (  39,   32) (  48,   41) (  41,   78) (  39,   55) (  43,   44) (  37,   14)
          (  47,   39) (  41,   54) (  39,   22) (  41,   30) (  38,   57) (  48,   24) (  40,   37) (  40,   39) (  40,   23) (  40,   44)
          (  51,   17) (  43,   46) (  42,   16) (  43,   38) (  40,   47) (  44,    6) (  40,   66) (  40,   59) (  39,   57) (  42,   30)
          (  47,   39) (  39,   32) (  41,   57) (  41,   59) (  38,   33) (  45,   43) (  39,   40) (  43,   26) (  41,   16) (  39,   17)
          (  52,   31) (  41,   48) (  38,   40) (  38,   41) (  37,   47) (  47,   40) (  40,   49) (  40,   58) (  40,   39) (  40,   85)
          (  46,   25) (  44,   30) (  42,   32) (  40,   25) (  40,   56) (  47,   26) (  39,   49) (  39,   38) (  39,   48) (  37,    8)
          (  46,   23) (  45,   23) (  45,   26) (  45,   72) (  45,   72) (  54,   36) (  45,   26) (  45,   18) (  45,   36) (  45,   18)
          (  54,   18) (  45,   53) (  45,   27) (  45,   27) (  45,   45) (  54,   45) (  45,   53) (  45,    9) (  45,   45) (  45,   18)
          (  54,   36) (  45,   44) (  45,   45) (  45,   18) (  45,   45) (  54,   54) (  45,   44) (  45,   90) (  45,   27) (  45,   45)
          (  54,   18) (  45,   44) (  45,   36) (  45,   63) (  45,   27) (  48,    0) (  45,   71) (  45,   36) (  45,   18) (  45,   45)
          (  54,   54) (  45,   26) (  45,   54) (  45,   54) (  45,   27) (  54,   27) (  45,   44) (  45,    9) (  45,   63) (  45,   18)
          (  54,   54) (  45,   44) (  45,   45) (  45,   45) (  45,   72) (  54,   18) (  45,   44) (  45,   36) (  45,   79) (  45,   98)
          (  54,   90) (  45,   53) (  45,   27) (  45,   63) (  45,   45) (  54,   54) (  45,   44) (  45,   45) (  45,   27) (  45,   18)
          (  54,   99) (  45,   44) (  45,   27) (  45,   27) (  45,   18) (  54,   18) (  45,   62) (  45,   45) (  45,   26) (  45,   36)
          (  54,   54) (  45,   53) (  45,   36) (  45,   18) (  45,   45) (  54,   54) (  45,   53) (  45,   45) (  45,   18) (  45,   54)
          (  54,   36) (  45,   44) (  45,   63) (  45,   63) (  45,   36) (  54,    9) (  45,   62) (  45,   72) (  45,   63) (  45,   45)
          (  54,   45) (  45,   17) (  45,   27) (  45,   27) (  45,   18) (  54,   54) (  45,   44) (  45,    9) (  45,   36) (  45,   27)
          (  54,   45) (  45,   44) (  45,   54) (  45,   43) (  45,   45) (  54,   45) (  45,   71) (  45,   27) (  45,   34) (  45,   27)
          (  54,   54) (  45,   53) (  45,   18) (  45,   45) (  45,   54) (  54,   18) (  45,   26) (  45,   53) (  45,   54) (  45,   63)
          (  54,   27) (  45,   26) (  45,   27) (  45,   45) (  45,   63) (  54,   45) (  45,   44) (  45,   36) (  45,   36) (  45,   71)
          (  54,   36) (  45,   70) (  45,   36) (  45,   18) (  45,   36) (  54,   54) (  45,   71) (  45,   27) (  45,   52) (  45,   72)
          (  54,   36) (  45,   62) (  45,   18) (  45,   45) (  45,    9) (  54,   36) (  45,   62) (  45,    9) (  45,   45) (  45,   34)
          (  54,   18) (  45,   71) (  45,    9) (  45,   27) (  45,   36) (  54,   36) (  45,   44) (  45,   45) (  45,   54) (  45,   63)
          (  54,   27) (  45,   71) (  45,   45) (  45,   34) (  45,   45) (  54,   27) (  45,   35) (  45,   54) (  45,   36) (  45,   45)
          (  54,   18) (  45,   53) (  45,   72) (  45,   27) (  45,   36) (  54,   54) (  45,   26) (  45,   45) (  45,   18) (  45,   36)
          (  54,   27) (  45,   62) (  45,   36) (  45,   27) (  45,   36) (  54,   36) (  45,   53) (  45,    9) (  45,   45) (  45,   54)
          (  54,    9) (  45,   71) (  45,   72) (  45,   27) (  45,   54) (  54,   45) (  45,   44) (  45,   54) (  45,   63) (  45,   54)
          (  54,   54) (  45,   44) (  45,   36) (  45,   45) (  45,   36) (  54,   54) (  45,   53) (  45,   45) (  45,   45) (  45,   36)
          (  54,   45) (  45,   26) (  45,   18) (  45,   90) (  45,   54) (  54,   36) (  45,   35) (  45,   36) (  45,   54) (  45,   72)
          (  54,   27) (  45,   44) (  45,   72) (  45,   63) (  45,   45) (  54,   18) (  45,   34) (  45,    9) (  45,   54) (  45,   27)
          (  54,   45) (  45,   62) (  45,   18) (  45,   36) (  45,   45) (  54,   36) (  45,   44) (  45,   18) (  45,   18) (  45,   45)
          (  54,   72) (  45,   62) (  45,   27) (  45,   35) (  45,   27) (  54,   27) (  45,   62) (  45,   63) (  45,   27) (  45,   36)
          (  54,   36) (  45,   35) (  45,   54) (  45,   54) (  45,   36) (  54,   27) (  45,   26) (  45,   54) (  45,   27) (  45,   36)
          (  54,   36) (  45,   80) (  45,   18) (  45,   36) (  45,   54) (  54,   81) (  45,   44) (  45,   45) (  45,    9) (  45,   45)
          (  54,   81) (  45,   17) (  45,   54) (  45,   36) (  45,   36) (  54,   45) (  45,   53) (  45,   27) (  45,   45) (  45,   36)
          (  54,   81) (  45,   26) (  45,   27) (  45,   45) (  45,   36) (  54,    9) (  45,   80) (  45,   54) (  45,   18) (  45,   54)
          (  54,   27) (  45,   26) (  45,   25) (  45,    9) (  45,   27) (  54,   45) (  45,   53) (  45,   27) (  45,   72) (  45,   36)
          (  54,   54) (  45,   88) (  45,   18) (  45,   18) (  45,   18) (  54,   36) (  45,   60) (  45,   45) (  45,   36) (  45,   54)
          (  54,   36) (  45,   26) (  45,   36) (  40,    0) (  45,   27) (  54,   54) (  45,   62) (  45,    9) (  45,   36) (  45,   63)
          (  54,   36) (  45,   44) (  45,   18) (  45,   45) (  45,   54) (  54,   36) (  45,   26) (  45,   36) (  45,   18) (  45,    9)
          (  54,   36) (  45,   53) (  45,   36) (  45,   36) (  45,    9) (  54,   53) (  45,   35) (  45,   63) (  45,   45) (  45,   18)
          (  54,   36) (  45,   44) (  45,   36) (  45,   54) (  45,   36) (  54,   54) (  45,   35) (  45,   72) (  45,   18) (  45,   45)
          (  54,   27) (  45,   17) (  45,   45) (  45,   36) (  45,   72) (  54,   63) (  45,   43) (  45,   18) (  40,    0) (  45,   45)
          (  54,   54) (  45,   35) (  45,   27) (  45,   27) (  45,   54) (  54,   36) (  45,   35) (  45,   36) (  45,   36) (  45,   53)
          (  54,   45) (  45,   44) (  45,   45) (  45,   27) (  45,   27) (  54,   63) (  45,   80) (  45,   45) (  40,    0) (  45,   18)
          (  54,   53) (  45,   44) (  45,   63) (  45,   36) (  45,   45) (  54,   27) (  45,   26) (  45,   36) (  45,   36) (  45,   27)
         
node   4 sent_total  31398  recv_total  27635

node   5  (   0,    0) (   1,    0) (   0,    0) (   5,    1) (  30,    7) (  54,   43) (  45,   45) (  45,   36) (  45,   72) (  45,   81)
          (  54,   63) (  45,   36) (  45,   63) (  45,   63) (  45,   27) (  54,   54) (  45,   45) (  45,   36) (  45,   72) (  45,   27)
          (  54,   54) (  45,   45) (  45,   18) (  45,   45) (  45,   72) (  54,   27) (  45,   45) (  45,   63) (  45,   36) (  45,   45)
          (  54,    0) (  45,   54) (  45,   18) (  45,   45) (  45,   27) (  54,   36) (  45,   36) (  45,   27) (  45,   63) (  45,   54)
          (  54,   27) (  45,   54) (  45,   36) (  45,   63) (  45,   72) (  54,   45) (  45,   54) (  45,   45) (  45,   45) (  45,   72)
          (  54,   72) (  43,   36) (  41,   32) (  37,   17) (  38,   26) (  50,   43) (  41,   46) (  41,   31) (  41,   73) (  38,   34)
          (  48,   32) (  41,   44) (  40,   41) (  43,   45) (  40,   32) (  49,   38) (  39,   73) (  41,   56) (  41,   44) (  38,   34)
          (  52,   16) (  45,   32) (  41,   42) (  41,   62) (  44,   49) (  51,   34) (  39,   55) (  41,   75) (  42,   55) (  44,   42)
          (  52,   46) (  42,   75) (  40,   50) (  41,   45) (  43,   41) (  49,   24) (  40,   34) (  42,   84) (  41,   24) (  40,   75)
          (  52,   56) (  42,   41) (  37,   56) (  41,   24) (  40,   48) (  50,   40) (  36,   25) (  38,   34) (  43,   48) (  38,   33)
          (  51,   24) (  43,   79) (  40,   42) (  41,   48) (  43,   38) (  48,   71) (  38,   53) (  42,   46) (  39,   51) (  43,   24)
          (  49,   34) (  39,   57) (  43,   46) (  40,   68) (  40,   35) (  47,   51) (  44,   32) (  37,   15) (  43,   25) (  39,   26)
          (  51,   46) (  42,   53) (  41,   33) (  38,   62) (  41,   34) (  51,   18) (  39,   76) (  40,   17) (  42,   29) (  40,   49)
          (  48,   64) (  40,   38) (  44,   33) (  43,   28) (  41,   25) (  50,   40) (  39,   51) (  42,   32) (  40,   16) (  41,   21)
          (  48,   50) (  38,   24) (  43,   26) (  39,   57) (  34,   18) (  47,   43) (  40,   50) (  45,   58) (  40,   57) (  43,   15)
          (  46,   51) (  43,   45) (  40,   53) (  41,   34) (  43,   17) (  47,   43) (  39,   69) (  42,   40) (  36,   40) (  43,   43)
          (  47,   14) (  41,   28) (  41,   55) (  41,   36) (  42,   67) (  48,   42) (  43,   59) (  41,   40) (  40,   67) (  43,   30)
          (  47,   49) (  41,   51) (  40,   57) (  41,   33) (  37,   31) (  50,   26) (  43,   35) (  38,   57) (  43,   43) (  39,   49)
          (  47,   38) (  36,   85) (  42,   22) (  42,   32) (  43,   58) (  51,   59) (  41,   25) (  38,   48) (  41,   40) (  41,   40)
          (  47,   40) (  37,   63) (  43,   50) (  42,   33) (  39,   25) (  44,   16) (  40,   65) (  41,   40) (  39,   65) (  42,   56)
          (  46,   17) (  40,   15) (  40,   16) (  40,   37) (  40,   43) (  45,   39) (  42,   63) (  40,   46) (  39,   41) (  43,   43)
          (  48,   29) (  41,   45) (  38,   46) (  40,   35) (  40,   29) (  51,   32) (  36,   53) (  41,   25) (  38,   32) (  38,   23)
          (  53,   17) (  42,   40) (  43,   25) (  40,   64) (  42,   35) (  48,   77) (  42,   24) (  37,   15) (  42,   25) (  41,   31)
          (  52,   78) (  40,   33) (  41,   24) (  39,   41) (  43,   39) (  46,   33) (  40,   28) (  43,   51) (  39,   16) (  45,   53)
          (  49,   24) (  43,   31) (  42,   30) (  42,   21) (  40,   37) (  48,   54) (  36,   22) (  42,   82) (  39,   50) (  41,   50)
          (  47,   24) (  42,   49) (  39,   71) (  39,   17) (  43,   26) (  47,   30) (  40,   68) (  40,   23) (  41,   16) (  39,   17)
          (  49,   34) (  35,   22) (  41,   39) (  39,   61) (  40,   22) (  54,   70) (  39,   23) (  41,   61) (  40,   23) (  41,   25)
          (  50,   58) (  40,   55) (  42,   39) (  44,   34) (  37,   55) (  49,   42) (  42,   32) (  41,   38) (  42,    7) (  41,   31)
          (  51,   43) (  39,   54) (  42,   40) (  41,   34) (  41,   18) (  47,   23) (  40,   32) (  37,   50) (  39,   59) (  42,   44)
          (  48,    9) (  39,   39) (  42,   66) (  38,   50) (  43,   41) (  52,   21) (  41,   31) (  41,   30) (  41,   57) (  39,   41)
          (  50,   42) (  45,   70) (  45,   27) (  45,   26) (  45,   45) (  54,   36) (  45,   89) (  45,   36) (  45,   36) (  45,   45)
          (  54,   45) (  45,   44) (  45,   45) (  45,   36) (  45,   90) (  54,   27) (  45,   80) (  45,   35) (  45,   36) (  45,   54)
          (  54,   54) (  45,   62) (  45,   18) (  45,   18) (  45,   27) (  54,   45) (  45,   17) (  45,   36) (  45,   18) (  45,   54)
          (  54,   72) (  45,   53) (  45,   27) (  45,   36) (  45,   45) (  54,    9) (  45,   69) (  45,    9) (  45,   27) (  45,   54)
          (  54,   54) (  45,   44) (  45,   36) (  45,   36) (  45,   36) (  54,   36) (  45,   53) (  45,   45) (  45,   26) (  45,   45)
          (  54,   18) (  45,   26) (  45,   18) (  45,   36) (  45,   36) (  54,   18) (  45,   71) (  45,   54) (  45,   44) (  45,   43)
          (  54,   27) (  45,   70) (  45,   63) (  45,   27) (  45,   54) (  54,   36) (  45,   35) (  45,   45) (  45,   72) (  45,   18)
          (  54,   27) (  45,   26) (  45,   72) (  45,   45) (  45,   18) (  54,   36) (  45,   26) (  45,   45) (  45,   18) (  45,   36)
          (  54,   18) (  45,   62) (  45,   18) (  45,   63) (  45,   54) (  54,   54) (  45,   35) (  45,   27) (  45,   45) (  45,   36)
          (  54,   63) (  45,   62) (  45,   63) (  45,   27) (  45,   54) (  54,   45) (  45,   62) (  45,   54) (  45,   81) (  45,   45)
          (  54,   54) (  45,   98) (  45,   27) (  45,   27) (  45,   44) (  54,   36) (  45,   53) (  45,   36) (  45,   36) (  45,   45)
          (  54,   36) (  45,   35) (  45,   45) (  45,   52) (  45,   90) (  54,   45) (  45,   71) (  40,    0) (  45,   54) (  45,   18)
          (  54,   27) (  45,   44) (  45,   36) (  45,   36) (  45,   45) (  54,   27) (  45,   89) (  45,   35) (  45,   36) (  45,   27)
          (  54,   18) (  45,   62) (  45,   54) (  45,   45) (  45,   63) (  54,   36) (  45,   26) (  45,   81) (  45,   27) (  45,   54)
          (  54,   36) (  45,   34) (  45,   36) (  45,   27) (  45,   18) (  54,   36) (  45,   53) (  45,   99) (  45,   69) (  45,    9)
          (  54,   36) (  45,   53) (  45,   27) (  45,   54) (  45,   36) (  54,   45) (  45,   17) (  45,   18) (  45,   54) (  45,   62)
          (  54,   27) (  45,   62) (  45,   36) (  45,   45) (  45,   36) (  54,   54) (  45,   35) (  45,   72) (  45,   27) (  45,   54)
          (  54,   90) (  45,   35) (  45,   45) (  45,   36) (  45,   36) (  54,   44) (  45,   35) (  45,   18) (  45,   36) (  45,   45)
          (  54,   45) (  45,   53) (  45,   18) (  45,   27) (  45,   63) (  54,   54) (  45,   53) (  45,   18) (  45,   54) (  45,    9)
          (  54,   36) (  45,   44) (  45,   63) (  45,   18) (  45,   81) (  48,    0) (  45,   44) (  45,   72) (  45,   63) (  45,   27)
          (  54,   45) (  45,   80) (  45,   18) (  45,   36) (  45,   54) (  54,   54) (  45,   80) (  45,   18) (  45,   27) (  45,   54)
          (  54,   63) (  45,   71) (  45,   54) (  45,   18) (  45,   36) (  54,   45) (  45,   44) (  45,   27) (  45,   54) (  45,   54)
          (  54,   72) (  45,   44) (  45,   36) (  45,   18) (  45,   18) (  54,   36) (  45,   35) (  45,   27) (  45,   36) (  45,   18)
          (  54,   18) (  45,   26) (  45,   36) (  45,   45) (  45,   45) (  54,   36) (  45,   35) (  45,   54) (  45,   54) (  45,   27)
          (  54,   72) (  45,   26) (  45,   27) (  45,   36) (  45,   45) (  54,   36) (  45,   80) (  45,   81) (  45,   36) (  45,   54)
          (  54,   36) (  45,   62) (  45,   54) (  45,   62) (  45,   63) (  54,   72) (  45,   71) (  45,   36) (  45,   54) (  45,   45)
          (  54,   18) (  45,   62) (  45,   63) (  45,   36) (  45,   18) (  54,   18) (  45,   17) (  45,   54) (  45,    9) (  45,    9)
          (  54,   54) (  45,   62) (  45,   45) (  45,   54) (  45,   18) (  54,   18) (  45,   53) (  45,   45) (  45,   54) (  45,   45)
          (  54,   27) (  45,   44) (  45,   45) (  45,   63) (  45,   72) (  54,   45) (  45,   89) (  45,   62) (  45,   27) (  45,   18)
          (  54,   36) (  45,   80) (  45,   45) (  45,   45) (  45,   54) (  54,   36) (  45,   44) (  45,   54) (  45,   18) (  45,   90)
          (  54,   36) (  45,   44) (  45,   36) (  45,   45) (  45,   63) (  54,   27) (  45,   98) (  45,   27) (  45,   36) (  45,   54)
          (  54,   36) (  45,   26) (  45,   72) (  45,   36) (  45,   36) (  48,    0) (  45,   80) (  45,   27) (  45,   45) (  45,   54)
          (  54,   18) (  45,   53) (  45,   45) (  45,   54) (  45,   44) (  54,   18) (  45,   35) (  45,   54) (  45,   72) (  45,   18)
          (  54,   18) (  45,   71) (  45,   36) (  45,   27) (  45,   54) (  54,   27) (  45,   44) (  45,   54) (  45,   27) (  45,   63)
          (  54,   45) (  45,   53) (  45,   45) (  45,   63) (  45,   18) (  54,   45) (  45,   52) (  45,    9) (  45,   63) (  45,   63)
          (  54,   27) (  45,   71) (  45,   54) (  45,   54) (  45,   18) (  54,   18) (  45,   53) (  45,   45) (  45,   36) (  45,   45)
          (  54,   63) (  45,   44) (  45,   45) (  45,   17) (  45,   72) (  48,    8) (  45,   43) (  45,   72) (  45,    9) (  45,   45)
          (  54,   54) (  45,   53) (  45,   18) (  45,   36) (  45,   18) (  54,   36) (  45,   35) (  45,   18) (  45,   36) (  45,   18)
          (  54,    9) (  45,   44) (  45,   27) (  45,   27) (  45,   27) (  54,   27) (  45,   44) (  45,    9) (  45,   36) (  45,   27)
          (  54,   18) (  45,   35) (  45,   27) (  45,   18) (  45,   27) (  54,   81) (  45,   89) (  45,   72) (  45,   72) (  45,   36)
         
node   5 sent_total  31400  recv_total  29346

node   6  (   0,    0) (   1,    0) (   0,    0) (  35,    8) (  35,   14) (  54,   34) (  45,   54) (  45,   45) (  45,   54) (  45,   72)
          (  54,   45) (  45,   45) (  45,   36) (  45,   45) (  45,   36) (  54,   36) (  45,   36) (  45,   36) (  45,   18) (  45,   45)
          (  54,   54) (  45,   72) (  45,   45) (  45,   45) (  45,   27) (  54,   36) (  45,   18) (  45,   45) (  45,   45) (  45,   18)
          (  54,   72) (  45,   63) (  45,   45) (  45,   63) (  45,   72) (  54,   18) (  45,   54) (  45,   45) (  45,   81) (  45,   36)
          (  54,   63) (  45,   54) (  45,   27) (  45,   27) (  45,   45) (  54,   36) (  45,   18) (  45,   63) (  45,   45) (  45,   27)
          (  54,   45) (  41,   72) (  41,   50) (  41,   63) (  41,   59) (  51,   40) (  42,   42) (  41,   54) (  41,   31) (  37,   29)
          (  49,   41) (  41,   55) (  38,   60) (  39,   16) (  43,   37) (  44,   48) (  39,    9) (  37,   67) (  40,   24) (  42,   50)
          (  51,   45) (  42,   50) (  39,   44) (  43,   18) (  40,   32) (  49,   26) (  42,   57) (  40,   24) (  37,   32) (  37,   39)
          (  47,   67) (  40,   53) (  39,   33) (  42,   33) (  39,   31) (  50,   25) (  39,   57) (  39,   60) (  39,   51) (  41,   48)
          (  49,   23) (  43,   55) (  43,   50) (  44,   67) (  40,   16) (  45,   57) (  41,   49) (  41,   16) (  43,   38) (  42,   24)
          (  46,   48) (  40,   41) (  37,   39) (  38,   64) (  41,   34) (  46,   39) (  41,   21) (  42,   32) (  38,    6) (  39,   57)
          (  51,   34) (  39,   57) (  40,   40) (  43,   23) (  41,   16) (  47,   46) (  40,   46) (  42,   27) (  41,   23) (  43,   14)
          (  47,    9) (  42,   60) (  34,   34) (  39,   16) (  42,   26) (  48,   25) (  41,   33) (  41,   22) (  38,   23) (  39,   16)
          (  48,    9) (  43,   54) (  39,   41) (  41,   43) (  39,   24) (  47,   23) (  40,   66) (  42,   38) (  40,   26) (  39,   41)
          (  45,   27) (  38,   57) (  44,   30) (  42,   35) (  42,   24) (  47,   55) (  43,   38) (  40,   23) (  40,   58) (  40,   17)
          (  50,   23) (  42,   15) (  41,   50) (  40,   15) (  39,   16) (  47,   16) (  40,   37) (  39,   32) (  40,   35) (  42,   25)
          (  43,   26) (  38,   62) (  37,   26) (  41,   25) (  39,   15) (  50,   32) (  41,   31) (  42,   41) (  39,   23) (  40,   55)
          (  49,   27) (  38,   46) (  43,   41) (  43,   18) (  40,   38) (  49,   57) (  38,   29) (  42,   49) (  43,   38) (  41,   61)
          (  52,   51) (  40,   25) (  44,   15) (  38,   48) (  42,   37) (  49,   85) (  41,   35) (  40,   35) (  42,   42) (  42,   30)
          (  50,   52) (  36,   23) (  36,   17) (  37,   41) (  36,   17) (  48,   39) (  41,   25) (  41,   18) (  40,   59) (  40,   15)
          (  48,   55) (  38,   43) (  36,   59) (  39,   26) (  39,   17) (  48,    9) (  41,   56) (  44,   59) (  41,   62) (  38,   40)
          (  44,   16) (  43,   63) (  42,   45) (  40,   42) (  41,   42) (  50,   16) (  38,   48) (  42,   55) (  41,   40) (  40,   40)
          (  49,   32) (  41,   43) (  43,   38) (  42,   58) (  39,   73) (  52,   25) (  36,   48) (  32,   73) (  40,   26) (  41,   31)
          (  49,   16) (  41,   65) (  40,   49) (  44,   24) (  40,   35) (  50,   34) (  39,   48) (  44,   15) (  40,   32) (  43,   56)
          (  49,   15) (  37,   37) (  39,   30) (  37,   23) (  41,   42) (  52,   33) (  39,   68) (  37,   42) (  44,   18) (  39,   69)
          (  49,   60) (  36,   26) (  43,   25) (  39,   48) (  40,   44) (  49,   52) (  39,   31) (  39,   49) (  45,   32) (  43,   51)
          (  46,   14) (  40,   25) (  37,   23) (  43,   40) (  40,   40) (  47,    9) (  41,   21) (  38,   68) (  39,   23) (  38,   33)
          (  51,   34) (  38,   14) (  40,   42) (  39,   26) (  43,   31) (  48,   23) (  36,   42) (  40,   50) (  39,   59) (  41,   40)
          (  50,   48) (  39,   53) (  41,   30) (  43,   47) (  45,   47) (  51,   35) (  41,   63) (  39,   16) (  43,    7) (  41,   40)
          (  52,   47) (  41,   40) (  43,   39) (  40,   60) (  37,    8) (  51,    9) (  42,   40) (  39,   57) (  41,   17) (  42,   56)
          (  46,    9) (  45,   59) (  45,   44) (  45,   44) (  45,   36) (  54,    9) (  45,   35) (  45,   81) (  45,   27) (  45,   36)
          (  54,   45) (  45,   35) (  45,   45) (  45,   27) (  45,   54) (  54,   36) (  45,   53) (  45,   35) (  45,   45) (  45,   27)
          (  54,   54) (  45,   44) (  45,   45) (  45,   36) (  45,   63) (  54,   45) (  45,   17) (  45,   27) (  45,   63) (  45,   36)
          (  54,   54) (  45,   71) (  45,   54) (  45,   36) (  45,   54) (  54,   72) (  45,   53) (  45,   36) (  45,   45) (  45,   27)
          (  54,   54) (  45,   53) (  45,   54) (  45,   36) (  45,   36) (  54,   18) (  45,   26) (  45,   72) (  45,   18) (  45,   54)
          (  54,   63) (  45,   17) (  45,   54) (  45,   36) (  45,   18) (  54,   27) (  45,   26) (  45,   45) (  45,   18) (  45,   36)
