          (  54,   36) (  45,   44) (  45,   27) (  45,   90) (  45,   54) (  54,    9) (  45,   53) (  45,   72) (  45,   63) (  45,   54)
          (  54,   72) (  45,   35) (  45,   27) (  45,   54) (  45,   18) (  54,   27) (  45,   62) (  45,    9) (  45,   54) (  45,   45)
          (  48,    0) (  45,   26) (  45,   63) (  45,   45) (  45,   36) (  54,   27) (  45,   53) (  40,    0) (  45,   17) (  45,   36)
          (  54,   36) (  45,   17) (  45,   54) (  45,   45) (  45,   63) (  54,   36) (  45,   53) (  45,   27) (  45,   18) (  45,   18)
          (  54,   27) (  45,   44) (  45,   63) (  45,   27) (  45,   27) (  54,    9) (  45,   35) (  45,   27) (  45,   18) (  45,   45)
          (  54,   18) (  45,   26) (  40,    0) (  45,   45) (  45,   18) (  54,   34) (  45,   26) (  45,   72) (  45,   43) (  45,   36)
          (  54,   54) (  45,   35) (  45,   45) (  45,   18) (  45,    9) (  54,   45) (  45,   62) (  45,   72) (  45,   63) (  45,   18)
          (  54,   36) (  45,   71) (  45,   54) (  45,   45) (  45,   27) (  54,   81) (  45,   44) (  45,   27) (  45,    9) (  45,   45)
          (  54,   36) (  45,   26) (  45,   27) (  45,   45) (  45,    9) (  54,   36) (  45,   53) (  45,   63) (  45,   27) (  45,   54)
          (  54,   27) (  45,   35) (  45,   18) (  45,   27) (  45,   27) (  54,   45) (  45,   62) (  45,   27) (  45,    9) (  45,   45)
          (  54,    9) (  45,   53) (  45,   36) (  45,   54) (  45,   63) (  54,   45) (  45,   35) (  45,   36) (  45,   36) (  45,   54)
          (  54,   36) (  45,   71) (  45,   27) (  45,   36) (  45,   18) (  54,   27) (  45,   87) (  45,   27) (  45,   45) (  45,   36)
          (  54,   54) (  45,   44) (  45,   72) (  45,   63) (  45,   27) (  54,   36) (  45,   71) (  45,   63) (  45,  108) (  45,   27)
          (  54,   63) (  45,   53) (  45,   72) (  45,   45) (  45,   54) (  54,   27) (  45,   17) (  45,   45) (  45,   27) (  45,   18)
          (  54,   54) (  45,   71) (  45,   18) (  45,   45) (  45,   72) (  54,    9) (  45,   89) (  45,   54) (  45,   27) (  45,   45)
          (  54,   36) (  45,   53) (  45,   27) (  45,   45) (  45,   36) (  54,    9) (  45,   35) (  45,   45) (  45,   54) (  45,   36)
          (  54,   18) (  45,   26) (  45,   72) (  45,   18) (  45,   18) (  54,   63) (  45,   35) (  45,   45) (  45,   45) (  45,   54)
          (  54,   18) (  45,   35) (  45,   54) (  45,   54) (  45,   27) (  54,   45) (  45,   26) (  45,   36) (  45,   54) (  45,   27)
          (  54,   36) (  45,   35) (  45,   44) (  45,    9) (  45,   27) (  54,   36) (  45,   62) (  45,    9) (  45,   45) (  45,   18)
          (  54,   81) (  45,   35) (  45,   54) (  45,   36) (  45,   45) (  54,   45) (  45,   17) (  45,   18) (  45,   45) (  45,   45)
          (  54,   36) (  45,   35) (  45,   45) (  45,   18) (  45,   62) (  54,   54) (  45,   44) (  45,   27) (  45,    9) (  45,   81)
          (  54,   45) (  45,   44) (  45,    9) (  45,   27) (  45,   18) (  54,   27) (  45,   62) (  45,    9) (  45,   72) (  45,   36)
          (  54,   27) (  45,   17) (  45,   36) (  45,   54) (  45,   63) (  54,   18) (  45,   35) (  45,   36) (  45,   27) (  45,   27)
          (  54,   54) (  45,   17) (  45,   45) (  45,   27) (  45,   27) (  54,   36) (  45,   35) (  45,   18) (  45,   45) (  45,   27)
          (  54,   36) (  45,   44) (  45,   45) (  45,   62) (  45,   18) (  54,   36) (  45,   43) (  45,   36) (  45,   54) (  45,   53)
          (  54,   36) (  45,   53) (  45,    9) (  45,   36) (  45,   45) (  54,   99) (  45,   17) (  45,   54) (  45,   63) (  45,   27)
          (  54,   63) (  45,   44) (  45,   36) (  45,   54) (  45,   36) (  54,   36) (  45,   44) (  45,   36) (  45,   45) (  45,   45)
          (  54,   54) (  45,   44) (  45,   45) (  45,    9) (  45,   27) (  54,   36) (  45,   44) (  45,   36) (  45,   45) (  45,   36)
         
node   2 sent_total  31383  recv_total  28029

node   3  (   1,    0) (   0,    0) (  15,    7) (  35,   16) (  45,   42) (  54,   52) (  45,   27) (  45,   45) (  45,   63) (  45,   18)
          (  54,   45) (  45,   54) (  45,   18) (  45,   18) (  45,   54) (  54,   72) (  45,   54) (  45,   54) (  45,   18) (  45,   18)
          (  54,   45) (  45,   45) (  45,   54) (  45,   54) (  45,   36) (  54,   27) (  45,   45) (  45,   45) (  45,   45) (  45,   90)
          (  54,   45) (  45,   45) (  45,   99) (  45,   63) (  45,   45) (  54,   54) (  45,   63) (  45,   72) (  45,   27) (  45,   18)
          (  54,   54) (  45,   72) (  45,   27) (  45,   54) (  45,   18) (  54,   18) (  45,   45) (  45,   45) (  45,   36) (  45,   54)
          (  54,   36) (  41,   54) (  42,   24) (  41,   48) (  42,   57) (  48,   37) (  41,    9) (  41,   31) (  42,   67) (  40,   42)
          (  52,   22) (  44,   41) (  40,   59) (  38,   35) (  41,   28) (  46,   18) (  42,   57) (  40,   30) (  39,   49) (  40,   59)
          (  51,   47) (  41,   43) (  42,   50) (  38,   43) (  37,   41) (  50,   32) (  36,   42) (  38,   25) (  37,   41) (  44,   26)
          (  51,   40) (  41,   47) (  42,   16) (  44,   33) (  37,   22) (  50,   86) (  42,   41) (  43,   44) (  43,   36) (  38,   23)
          (  46,   32) (  42,   23) (  42,   40) (  42,   42) (  43,   50) (  49,   22) (  44,   45) (  40,   56) (  43,   25) (  37,   31)
          (  51,   37) (  42,   93) (  42,   17) (  36,   34) (  44,   48) (  47,   74) (  40,   25) (  40,   48) (  42,   25) (  45,   17)
          (  48,   43) (  43,   33) (  42,   47) (  41,   40) (  40,   48) (  49,   35) (  41,   33) (  42,   55) (  43,   16) (  39,   33)
          (  51,   41) (  42,   48) (  40,   34) (  41,   26) (  43,   54) (  50,   48) (  41,   31) (  40,    9) (  44,   25) (  42,   73)
          (  49,   24) (  43,   41) (  42,   51) (  41,   33) (  40,   40) (  49,   25) (  43,   33) (  38,   50) (  39,   59) (  40,   41)
          (  46,   36) (  39,   45) (  44,   32) (  41,   23) (  40,   74) (  46,   23) (  41,   31) (  43,   57) (  41,   40) (  41,   45)
          (  47,   25) (  41,   40) (  43,   40) (  42,   57) (  40,   42) (  49,   14) (  39,   32) (  43,   42) (  42,   17) (  36,   67)
          (  52,   59) (  38,   22) (  42,   41) (  37,   32) (  38,   34) (  47,   50) (  38,   63) (  41,   17) (  39,   67) (  39,   56)
          (  51,   25) (  38,   53) (  39,   15) (  41,   34) (  41,   16) (  51,   33) (  39,   33) (  40,    8) (  38,   59) (  40,   50)
          (  50,   24) (  37,   39) (  40,   31) (  40,   68) (  42,   14) (  44,    0) (  36,   49) (  40,   16) (  41,   32) (  39,   34)
          (  46,   34) (  37,   30) (  42,   41) (  40,   38) (  40,   41) (  51,   63) (  38,   40) (  43,   41) (  44,   49) (  40,   33)
          (  49,   22) (  44,   46) (  36,   29) (  44,   29) (  44,   18) (  46,   46) (  42,   48) (  42,    9) (  42,   40) (  42,   26)
          (  44,   33) (  35,   41) (  40,   33) (  43,   74) (  42,   49) (  47,   22) (  39,   39) (  41,   32) (  41,   50) (  35,   32)
          (  49,   22) (  39,   73) (  38,   56) (  41,   14) (  43,   25) (  39,   15) (  39,   72) (  40,   39) (  43,   56) (  40,   49)
          (  50,   23) (  41,   39) (  44,   21) (  39,   25) (  42,   16) (  50,   33) (  39,   32) (  45,   38) (  39,   41) (  35,    8)
          (  51,   41) (  42,   31) (  41,   67) (  40,   46) (  40,   25) (  48,   62) (  42,   33) (  42,   21) (  42,   34) (  37,   43)
          (  48,   22) (  38,   15) (  40,   26) (  44,   24) (  41,   30) (  49,   45) (  39,   23) (  41,   24) (  41,   30) (  38,   48)
          (  45,   67) (  42,   71) (  39,   18) (  40,   23) (  38,   71) (  49,   35) (  41,   73) (  38,   31) (  37,   72) (  39,   57)
          (  47,   44) (  41,   32) (  44,   26) (  39,   33) (  41,   58) (  48,   15) (  44,   21) (  41,   51) (  44,   69) (  41,   25)
          (  46,   16) (  40,   51) (  39,   24) (  38,   50) (  41,   24) (  49,   59) (  39,   41) (  44,   49) (  39,   23) (  42,   32)
          (  48,   16) (  36,   46) (  44,   26) (  41,   15) (  42,   55) (  49,   15) (  39,   51) (  40,   26) (  37,    0) (  43,   50)
          (  52,   54) (  45,   39) (  45,   45) (  45,    9) (  45,   54) (  54,   45) (  45,   62) (  45,   18) (  45,   72) (  45,   54)
          (  54,   36) (  45,   35) (  45,   36) (  45,   72) (  45,   45) (  54,   36) (  45,   71) (  45,   45) (  45,   45) (  45,   18)
          (  54,   36) (  45,   26) (  45,   27) (  45,   18) (  45,   45) (  54,   18) (  45,   98) (  45,   27) (  45,   18) (  45,    9)
          (  54,   27) (  45,   44) (  45,   36) (  45,   72) (  45,   54) (  54,   36) (  45,   26) (  45,   27) (  45,   63) (  45,   45)
          (  54,   27) (  45,   62) (  45,   18) (  45,   18) (  45,   45) (  54,   45) (  45,   62) (  45,   63) (  45,   36) (  45,   54)
          (  54,   45) (  45,   62) (  45,   45) (  45,   45) (  45,   36) (  54,   36) (  45,   53) (  45,   36) (  45,   54) (  45,   27)
          (  54,   45) (  45,   26) (  45,   18) (  45,   45) (  45,   36) (  54,   45) (  45,   35) (  45,   36) (  45,   36) (  45,   45)
          (  54,   36) (  45,   71) (  45,   18) (  45,   54) (  45,   45) (  54,   63) (  45,   62) (  40,    0) (  45,   18) (  45,   36)
          (  54,   18) (  45,   53) (  45,   18) (  45,   45) (  45,   63) (  54,   18) (  45,   53) (  45,   36) (  45,   45) (  45,   36)
          (  54,   36) (  45,   44) (  45,   36) (  45,   45) (  45,   45) (  54,   36) (  45,   53) (  45,   36) (  45,   63) (  45,   36)
          (  54,   45) (  45,   53) (  45,   36) (  45,   36) (  45,   36) (  54,   36) (  45,   44) (  45,   36) (  45,   45) (  45,   27)
          (  54,   72) (  45,   26) (  45,   36) (  45,   71) (  45,    9) (  54,   45) (  45,   44) (  45,   54) (  45,   63) (  45,   27)
          (  54,   36) (  45,   80) (  45,   45) (  45,   36) (  45,   27) (  54,   63) (  45,   26) (  45,   62) (  45,   45) (  45,   63)
          (  54,   36) (  45,   44) (  45,   27) (  45,   27) (  45,   63) (  54,   54) (  45,   17) (  45,   36) (  40,    0) (  45,   45)
          (  54,   36) (  45,   43) (  45,   36) (  45,   27) (  45,   36) (  54,   54) (  45,   26) (  40,    0) (  45,   36) (  45,   36)
          (  54,   45) (  45,   26) (  45,   45) (  45,   27) (  45,   45) (  54,   27) (  45,   62) (  45,   63) (  45,   36) (  45,   27)
          (  54,   27) (  45,   26) (  45,   36) (  45,   27) (  45,   18) (  54,   90) (  45,   26) (  45,   36) (  45,   63) (  45,   27)
          (  54,   72) (  45,   89) (  45,   63) (  45,   71) (  45,   45) (  54,   36) (  45,   71) (  45,   45) (  45,   17) (  45,   36)
          (  54,   72) (  45,   53) (  45,   45) (  45,   36) (  45,   45) (  54,   27) (  45,   44) (  45,   36) (  45,   18) (  45,   54)
          (  54,   81) (  45,   71) (  45,   45) (  45,   36) (  45,   36) (  54,   18) (  45,   17) (  45,   18) (  45,   54) (  45,   36)
          (  54,   54) (  45,   17) (  45,   27) (  45,   63) (  45,   63) (  54,   27) (  45,   26) (  45,   45) (  45,   81) (  45,    9)
          (  54,   45) (  45,   44) (  45,   36) (  45,   81) (  45,   36) (  54,   36) (  45,   53) (  45,   45) (  45,   54) (  45,   45)
          (  54,   36) (  45,   26) (  45,   45) (  45,   36) (  45,   45) (  54,   72) (  45,   89) (  45,   72) (  45,   27) (  45,   63)
